"Finca Felicia y Francisco, Turrialba"
"5/27/22 11:00 PM : 1 Year"
"","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway"
"1/13/23 2:00 AM","29.94","68","70","58","68","13.2","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 2:30 AM","29.94","68","71","58","68","13.5","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 3:00 AM","29.94","68","71","58","68","13.5","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 3:30 AM","29.95","67","71","57","67","13.5","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 4:00 AM","29.95","67","71","57","67","13.5","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 4:30 AM","29.96","67","71","57","67","13.5","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 5:00 AM","29.97","66","71","57","66","13.5","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 5:30 AM","29.97","66","72","57","66","13.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 6:00 AM","29.98","66","72","57","66","13.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 6:30 AM","30.00","66","72","57","66","13.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 7:00 AM","30.01","66","73","57","66","14.0","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 7:30 AM","30.03","68","74","59","68","14.2","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 8:00 AM","30.03","69","74","60","70","14.2","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 8:30 AM","30.04","71","74","63","72","14.2","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 9:00 AM","30.03","74","72","64","75","13.6","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 9:30 AM","30.03","75","71","65","77","13.2","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 10:00 AM","30.02","77","69","66","79","12.7","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 10:30 AM","30.01","79","67","67","81","12.2","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 11:00 AM","30.00","81","64","68","83","11.5","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 11:30 AM","29.98","82","62","68","85","11.1","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 12:00 PM","29.97","83","58","67","85","10.4","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 12:30 PM","29.96","83","58","67","85","10.4","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 1:00 PM","29.94","83","59","67","86","10.6","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 1:30 PM","29.92","85","59","69","88","10.6","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 2:00 PM","29.91","85","56","68","89","10.0","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 2:30 PM","29.91","84","57","68","87","10.2","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 3:00 PM","29.91","81","60","66","83","10.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 3:30 PM","29.92","78","63","64","79","11.4","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 4:00 PM","29.92","76","65","64","78","11.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 4:30 PM","29.93","75","66","63","76","12.0","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 5:00 PM","29.94","74","67","62","75","12.3","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 5:30 PM","29.95","73","68","62","74","12.6","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 6:00 PM","29.97","72","68","61","72","12.6","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 6:30 PM","29.97","72","68","61","72","12.6","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 7:00 PM","29.98","72","68","60","72","12.6","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 7:30 PM","29.99","72","67","60","72","12.3","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 8:00 PM","30.00","71","67","60","72","12.3","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 8:30 PM","30.01","71","67","60","72","12.3","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 9:00 PM","30.02","71","68","60","71","12.6","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 9:30 PM","30.02","70","68","59","71","12.6","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 10:00 PM","30.02","70","68","59","71","12.6","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 10:30 PM","30.01","70","68","59","70","12.6","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 11:00 PM","30.00","70","68","59","70","12.6","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/13/23 11:30 PM","30.00","70","68","59","70","12.6","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 12:00 AM","30.00","70","69","59","70","12.9","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 12:30 AM","29.99","69","69","58","69","12.9","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 1:00 AM","29.97","69","69","58","69","12.9","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 1:30 AM","29.97","68","69","58","69","12.9","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 2:00 AM","29.96","68","69","58","68","12.9","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 2:30 AM","29.96","68","70","58","68","13.2","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 3:00 AM","29.95","68","70","58","68","13.2","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 3:30 AM","29.95","68","70","58","68","13.2","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 4:00 AM","29.96","68","70","58","68","13.2","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 4:30 AM","29.97","68","70","58","68","13.2","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 5:00 AM","29.98","68","71","59","69","13.5","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 5:30 AM","29.99","69","71","59","70","13.5","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 6:00 AM","30.00","69","71","59","70","13.5","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 6:30 AM","30.01","69","71","59","69","13.5","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 7:00 AM","30.03","68","71","59","69","13.5","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 7:30 AM","30.06","68","71","59","69","13.5","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 8:00 AM","30.07","68","71","59","69","13.5","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 8:30 AM","30.07","68","71","59","69","13.5","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 9:00 AM","30.08","68","72","59","69","13.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 9:30 AM","30.08","70","72","61","70","13.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 10:00 AM","30.08","72","72","62","73","13.7","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 10:30 AM","30.07","73","71","63","74","13.3","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 11:00 AM","30.06","74","71","64","75","13.3","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 11:30 AM","30.06","74","70","63","75","13.0","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 12:00 PM","30.05","72","69","62","73","12.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 12:30 PM","30.03","72","69","62","73","12.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 1:00 PM","30.01","72","70","62","73","13.1","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 1:30 PM","30.00","74","68","63","75","12.6","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 2:00 PM","29.99","75","68","63","76","12.6","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 2:30 PM","29.99","74","68","63","75","12.6","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 3:00 PM","29.99","74","68","62","75","12.6","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 3:30 PM","29.98","73","68","62","73","12.6","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 4:00 PM","29.99","72","68","61","72","12.6","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 4:30 PM","30.00","71","69","60","71","12.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 5:00 PM","30.01","70","69","60","71","12.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 5:30 PM","30.02","70","69","59","70","12.9","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 6:00 PM","30.03","69","70","59","70","13.2","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 6:30 PM","30.03","68","70","58","69","13.2","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 7:00 PM","30.04","68","70","58","68","13.2","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 7:30 PM","30.06","68","70","57","68","13.2","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 8:00 PM","30.07","68","71","58","68","13.5","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 8:30 PM","30.07","68","71","58","68","13.5","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 9:00 PM","30.08","67","71","57","67","13.5","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 9:30 PM","30.08","67","71","57","67","13.5","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 10:00 PM","30.08","67","71","57","67","13.5","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 10:30 PM","30.08","67","71","57","67","13.5","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 11:00 PM","30.07","67","71","57","67","13.5","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/14/23 11:30 PM","30.06","67","72","58","67","13.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 12:00 AM","30.05","67","72","57","67","13.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 12:30 AM","30.04","67","72","58","67","13.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 1:00 AM","30.04","67","72","57","67","13.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 1:30 AM","30.03","67","72","57","67","13.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 2:00 AM","30.01","66","73","58","67","14.0","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 2:30 AM","30.00","66","72","57","66","13.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 3:00 AM","30.00","65","72","56","65","13.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 3:30 AM","30.00","65","73","56","65","14.0","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 4:00 AM","30.01","65","73","56","65","14.1","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 4:30 AM","30.02","65","73","56","65","14.1","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 5:00 AM","30.02","65","73","56","65","14.0","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 5:30 AM","30.03","65","73","57","65","14.0","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 6:00 AM","30.03","66","73","57","66","14.0","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 6:30 AM","30.04","66","73","57","66","14.0","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 7:00 AM","30.05","66","74","58","66","14.2","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 7:30 AM","30.06","67","74","59","68","14.2","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 8:00 AM","30.07","69","74","60","70","14.2","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 8:30 AM","30.07","70","74","61","70","14.2","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 9:00 AM","30.07","72","75","64","73","14.4","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 9:30 AM","30.08","73","73","64","74","13.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 10:00 AM","30.07","74","73","65","75","13.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 10:30 AM","30.06","75","72","65","77","13.5","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 11:00 AM","30.05","77","72","67","78","13.4","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 11:30 AM","30.03","79","71","69","81","13.1","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 12:00 PM","30.01","81","69","70","85","12.5","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 12:30 PM","30.00","82","63","69","86","11.3","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 1:00 PM","29.98","79","65","66","81","11.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 1:30 PM","29.96","78","66","66","80","12.0","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 2:00 PM","29.95","78","65","65","79","11.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 2:30 PM","29.94","78","66","66","79","12.0","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 3:00 PM","29.94","78","66","66","79","12.0","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 3:30 PM","29.94","78","66","66","80","12.0","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 4:00 PM","29.94","78","64","65","80","11.6","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 4:30 PM","29.94","78","64","65","79","11.6","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 5:00 PM","29.95","76","65","63","77","11.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 5:30 PM","29.96","74","66","62","75","12.1","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 6:00 PM","29.96","73","67","61","73","12.3","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 6:30 PM","29.98","72","67","60","72","12.3","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 7:00 PM","29.99","71","68","60","71","12.6","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 7:30 PM","30.00","71","68","60","71","12.6","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 8:00 PM","30.01","70","68","59","70","12.6","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 8:30 PM","30.02","70","69","59","70","12.9","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 9:00 PM","30.02","70","69","59","70","12.9","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 9:30 PM","30.03","69","69","58","69","12.9","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 10:00 PM","30.03","69","70","59","70","13.2","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 10:30 PM","30.02","69","70","58","69","13.2","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 11:00 PM","30.01","68","70","58","69","13.2","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/15/23 11:30 PM","30.00","68","70","58","69","13.2","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 12:00 AM","29.99","68","70","58","68","13.2","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 12:30 AM","29.98","68","71","58","68","13.5","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 1:00 AM","29.96","68","71","58","68","13.5","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 1:30 AM","29.95","68","71","58","68","13.5","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 2:00 AM","29.95","68","71","58","68","13.5","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 2:30 AM","29.94","68","71","58","68","13.5","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 3:00 AM","29.94","68","71","58","68","13.5","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 3:30 AM","29.93","67","72","58","68","13.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 4:00 AM","29.94","67","72","58","68","13.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 4:30 AM","29.94","67","72","58","68","13.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 5:00 AM","29.95","67","72","58","68","13.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 5:30 AM","29.95","67","72","58","67","13.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 6:00 AM","29.96","67","72","58","67","13.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 6:30 AM","29.97","67","72","58","68","13.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 7:00 AM","29.99","68","73","59","68","14.0","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 7:30 AM","30.00","69","73","60","69","14.0","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
